Sub,Block,Obj,AE,SR
11,1,33,0.562037037,0.152777778
11,1,32,0.514814815,0
11,1,19,0.541666667,0.813888889
11,1,47,0.714814815,0.887037037
11,1,137,0.688888889,0.838888889
11,1,14,0.371296296,0
11,1,95,0.612962963,0.113888889
11,1,9,0.738888889,0.817592593
11,1,110,0.807407407,0.841666667
11,1,29,0.547222222,0.794444444
11,1,83,0.724074074,0.832407407
11,1,48,0.868518519,0.999074074
11,1,13,0.608333333,0.999074074
11,1,60,0.524074074,0.999074074
11,1,142,0.415740741,0.005555556
11,1,62,0.498148148,0.589814815
11,1,87,0.525,0.006481481
11,1,97,0.557407407,0.041666667
11,1,119,0.598148148,0.99537037
11,1,92,0.541666667,0.692592593
11,1,76,0.853703704,0.999074074
11,1,50,0.509259259,0.010185185
11,1,28,0.512962963,0.999074074
11,1,146,0.483333333,0
11,1,102,0.524074074,0.841666667
11,1,84,0.705555556,0.999074074
11,1,41,0.583333333,0.160185185
11,1,43,0.512037037,0.510185185
11,1,37,0.49537037,0
11,1,90,0.512962963,0.112037037
11,1,59,0.69537037,0.999074074
11,1,35,0.541666667,0.546296296
11,1,144,0.512962963,0.673148148
11,1,27,0.484259259,0
11,1,128,0.658333333,0
11,1,125,0.601851852,0.372222222
11,1,107,0.594444444,0.999074074
11,1,89,0.642592593,0.151851852
11,1,22,0.548148148,0.392592593
11,1,112,0.696296296,0.127777778
11,1,6,0.511111111,0.751851852
11,1,103,0.516666667,0.731481481
11,1,118,0.550925926,0.214814815
11,1,81,0.510185185,0.757407407
11,1,133,0.52962963,0.678703704
11,1,140,0.535185185,0.607407407
11,1,68,0.516666667,0
11,1,78,0.507407407,0
11,1,148,0.503703704,0.042592593
11,1,100,0.533333333,0.077777778
11,1,21,0.515740741,0.017592593
11,1,42,0.705555556,0.62962963
11,1,115,0.511111111,0.225925926
11,1,145,0.296296296,0.117592593
11,1,114,0.792592593,0.230555556
11,1,82,0.551851852,0.190740741
11,1,61,0.724074074,0.999074074
11,2,35,0.52962963,0.124074074
11,2,103,0.567592593,0.478703704
11,2,15,0.352777778,0.999074074
11,2,28,0.630555556,0.788888889
11,2,126,0.692592593,0.677777778
11,2,32,0.358333333,0
11,2,29,0.688888889,0.627777778
11,2,123,0.831481481,0.797222222
11,2,11,0.572222222,0.217592593
11,2,64,0.524074074,0.62037037
11,2,36,0.546296296,0.638888889
11,2,141,0.02962963,0
11,2,135,0.25,0.525
11,2,30,0.54537037,0.502777778
11,2,136,0.543518519,0.253703704
11,2,40,0.416666667,0.302777778
11,2,101,0.555555556,0.165740741
11,2,81,0.565740741,0.782407407
11,2,65,0.592592593,0.711111111
11,2,5,0.62962963,0.817592593
12,1,61,0.415740741,0.69537037
12,1,82,0.539814815,0.222222222
12,1,114,0.575925926,0.051851852
12,1,145,0.275,9.25926e-4
12,1,115,0.640740741,0.886111111
12,1,42,0.676851852,0.216666667
12,1,21,0.084259259,9.25926e-4
12,1,100,0.762037037,9.25926e-4
12,1,148,0.201851852,0.12962963
12,1,78,0.605555556,1
12,1,68,0.702777778,1
12,1,140,0.134259259,0.80648148099999994
12,1,133,0.176851852,0.869444444
12,1,81,0.164814815,0.096296296
12,1,118,0.535185185,9.25926e-4
12,1,103,0.218518519,0.290740741
12,1,6,0.043518519,0.614814815
12,1,112,0.666666667,9.25926e-4
12,1,22,0.277777778,9.25926e-4
12,1,89,0.386111111,0.324074074
12,1,107,0.07037037,0.706481481
12,1,125,1,1
12,1,128,1,0.322222222
12,1,27,9.25926e-4,0.387037037
12,1,144,0.087037037,0.831481481
12,1,35,0.108333333,9.25926e-4
12,1,59,0.612037037,0.926851852
12,1,90,0.715740741,0.971296296
12,1,37,9.25926e-4,9.25926e-4
12,1,43,9.25926e-4,0.315740741
12,1,41,0.89537037,1
12,1,84,0.544444444,0.210185185
12,1,102,0.252777778,0.236111111
12,1,146,0.203703704,9.25926e-4
12,1,28,0.09537037,0.014814815
12,1,50,0.100925926,0.197222222
12,1,76,0.165740741,0.071296296
12,1,92,0.15462963,0.17037037
12,1,119,0.2,0.994444444
12,1,97,0.324074074,9.25926e-4
12,1,87,0.323148148,0.762037037
12,1,62,0.309259259,0.783333333
12,1,142,9.25926e-4,0.059259259
12,1,60,0.208333333,0.578703704
12,1,13,1,1
12,1,48,0.541666667,1
12,1,83,0.692592593,9.25926e-4
12,1,29,9.25926e-4,0.171296296
12,1,110,0.767592593,9.25926e-4
12,1,9,0.640740741,1
12,1,95,0.588888889,9.25926e-4
12,1,14,0.701851852,0.088888889
12,1,137,0.285185185,0.092592593
12,1,47,0.702777778,0.780555556
12,1,19,0.246296296,0.087037037
12,1,32,0.160185185,9.25926e-4
12,1,33,0.212962963,0.95
12,1,108,0.251851852,9.25926e-4
12,1,69,0.287962963,9.25926e-4
12,1,54,0.573148148,0.749074074
12,1,94,0.313888889,1
12,1,64,0.772222222,0.20462963
12,1,141,0.126851852,9.25926e-4
12,1,67,0.689814815,0.926851852
12,1,147,0.200925926,0.186111111
12,1,56,0.227777778,9.25926e-4
12,1,126,0.194444444,0.848148148
12,1,122,0.324074074,0.089814815
12,1,123,0.321296296,1
12,1,25,0.160185185,0.14537037
12,1,55,0.267592593,0.858333333
12,1,116,0.834259259,1
12,1,49,0.087037037,0.057407407
12,1,130,0.112037037,0.830555556
12,1,129,0.867592593,0.171296296
12,1,4,0.648148148,0.815740741
12,1,98,0.177777778,9.25926e-4
12,1,17,0.212037037,0.194444444
12,1,91,0.778703704,9.25926e-4
12,1,86,1,1
12,1,51,0.196296296,9.25926e-4
12,1,45,0.112962963,0.158333333
12,1,96,0.165740741,9.25926e-4
12,1,71,0.259259259,0.846296296
12,1,80,0.085185185,9.25926e-4
12,1,70,0.316666667,0.113888889
12,1,53,0.614814815,0.677777778
12,1,79,0.332407407,9.25926e-4
12,1,75,0.227777778,9.25926e-4
12,1,74,0.240740741,9.25926e-4
12,1,105,0.376851852,0.006481481
12,1,65,0.711111111,9.25926e-4
12,1,57,0.711111111,9.25926e-4
12,1,72,0.708333333,0.784259259
12,1,7,0.641666667,1
12,1,99,0.883333333,9.25926e-4
12,1,46,0.292592593,0.648148148
12,1,77,0.687037037,0.298148148
12,1,5,0.518518519,0.736111111
12,1,39,0.601851852,0.719444444
12,1,134,0.055555556,0.711111111
12,1,18,0.008333333,0.133333333
12,1,121,0.915740741,1
12,1,117,1,1
12,1,15,0.080555556,0.230555556
12,1,20,0.6,9.25926e-4
12,1,104,0.275925926,0.357407407
12,1,120,0.915740741,1
12,1,16,0.262037037,9.25926e-4
12,1,12,0.342592593,0.844444444
12,1,52,0.131481481,0.183333333
12,1,34,0.198148148,9.25926e-4
12,1,135,0.240740741,9.25926e-4
12,1,106,0.523148148,0.491666667
12,1,36,0.175925926,9.25926e-4
12,1,1,9.25926e-4,9.25926e-4
12,1,93,0.061111111,9.25926e-4
12,1,66,0.588888889,0.734259259
12,1,111,0.264814815,0.018518519
12,1,58,0.644444444,9.25926e-4
12,1,31,1,1
12,1,143,9.25926e-4,9.25926e-4
12,1,138,0.293518519,9.25926e-4
12,1,26,0.238888889,0.860185185
12,1,44,0.328703704,9.25926e-4
12,1,40,0.380555556,9.25926e-4
12,1,113,0.358333333,0.147222222
12,1,30,0.198148148,9.25926e-4
12,1,11,0.303703704,0.123148148
12,1,124,0.923148148,0.014814815
12,1,73,0.624074074,0.933333333
12,1,139,0.194444444,0.192592593
12,1,3,0.153703704,0.033333333
12,1,109,0.572222222,9.25926e-4
12,1,131,0.612037037,9.25926e-4
12,1,8,1,1
12,1,2,0.083333333,0.136111111
12,1,88,0.900925926,0.084259259
12,1,23,0.12037037,0.093518519
12,1,132,0.074074074,0.939814815
12,1,85,0.194444444,0.110185185
12,1,10,0.283333333,0.14537037
12,1,101,1,0.878703704
12,1,63,0.331481481,0.102777778
12,1,24,0.217592593,0.039814815
12,1,127,0.749074074,0.180555556
12,1,136,0.339814815,0.286111111
12,1,38,9.25926e-4,9.25926e-4
12,2,5,0.384259259,0.575
12,2,65,0.721296296,9.25926e-4
12,2,81,0.262037037,9.25926e-4
12,2,101,1,0.276851852
12,2,40,0.287037037,0.117592593
12,2,136,9.25926e-4,0.89537037
12,2,30,9.25926e-4,9.25926e-4
12,2,135,9.25926e-4,9.25926e-4
12,2,141,9.25926e-4,9.25926e-4
12,2,36,9.25926e-4,9.25926e-4
12,2,64,0.748148148,0.001851852
12,2,11,0.060185185,0.161111111
12,2,123,0.775925926,0.869444444
12,2,29,0.162962963,9.25926e-4
12,2,32,9.25926e-4,0.143518519
12,2,126,1,9.25926e-4
12,2,28,9.25926e-4,9.25926e-4
12,2,15,9.25926e-4,0.008333333
12,2,103,0.119444444,0.139814815
12,2,35,9.25926e-4,9.25926e-4
13,1,61,0.162962963,0.101851852
13,1,58,0.149074074,0.038888889
13,1,47,0.326851852,0.028703704
13,1,147,0.549074074,0.664814815
13,1,50,0.39537037,0.082407407
13,1,126,0.847222222,0.65462963
13,1,68,0.588888889,0.199074074
13,1,119,0.805555556,0.626851852
13,1,86,0.859259259,0.889814815
13,1,39,0.665740741,0.619444444
13,1,66,0.418518519,0.687962963
13,1,30,0.135185185,0
13,1,115,0,0
13,1,94,0.541666667,0
13,1,70,0.072222222,0.538888889
13,1,118,0.8,0.077777778
13,1,1,0,0.632407407
13,1,6,0.199074074,0.774074074
13,1,23,0.060185185,0
13,1,131,0.81851851900000006,0.702777778
13,1,52,0.058333333,0
13,1,76,0.498148148,0.917592593
13,1,53,0.500925926,0.149074074
13,1,13,0.619444444,0.608333333
13,1,14,0.509259259,0
13,1,59,0.591666667,0
13,1,24,0.727777778,0.684259259
13,1,111,0.573148148,0
13,1,121,0.853703704,0.999074074
13,1,105,0.675925926,0.617592593
13,1,103,0,0
13,1,88,0.856481481,0.747222222
13,1,54,0.623148148,0.140740741
13,1,49,0.7,0.709259259
13,1,38,0.585185185,0.67962963
13,1,75,0.512962963,0
13,1,34,0.503703704,0.842592593
13,1,97,0.665740741,0.060185185
13,1,3,0.50462963,0
13,1,141,0,0.117592593
13,1,137,0.627777778,0.812037037
13,1,93,0,0
13,1,98,0.577777778,0
13,1,113,0.696296296,0.669444444
13,1,73,0.001851852,0.264814815
13,1,25,0,0
13,1,108,0.618518519,0.237037037
13,1,17,0.271296296,0.150925926
13,1,64,0.77962963,0.588888889
13,1,144,0.490740741,0.612037037
13,1,18,0,0.106481481
13,1,36,0.560185185,0.79537037
13,1,2,0.122222222,0.025
13,1,12,0.22962963,0.032407407
13,1,101,0.635185185,0.594444444
13,1,48,0.671296296,0.632407407
13,1,123,0.760185185,0.208333333
13,1,124,0.757407407,0.987037037
13,1,15,0.713888889,0.940740741
13,1,7,0.237037037,0.872222222
13,1,117,0.857407407,0.67962963
13,1,85,0,0
13,1,57,0.117592593,0.403703704
13,1,106,0.167592593,0.362962963
13,1,40,0.335185185,0.074074074
13,1,112,0.266666667,0.511111111
13,1,109,0.514814815,0.486111111
13,1,102,0.018518519,0.514814815
13,1,116,0.963888889,0.509259259
13,1,78,0.035185185,0.032407407
13,1,11,0.060185185,0.162962963
13,1,55,0,0.088888889
13,1,127,0.769444444,0.171296296
13,1,8,0.766666667,0.819444444
13,1,91,0.736111111,0.164814815
13,1,74,0.703703704,0.007407407
13,1,62,0,0
13,1,43,0.091666667,0.785185185
13,1,125,0.815740741,0.79537037
13,1,145,0.507407407,0.599074074
13,1,130,0.660185185,0.507407407
13,1,87,0.221296296,0
13,1,33,0.675925926,0.85462963
13,1,10,0.078703704,0
13,1,41,0.558333333,0.052777778
13,1,4,0.589814815,0.580555556
13,1,142,0,0
13,1,37,0,0.580555556
13,1,71,0.232407407,0.603703704
13,1,77,0.688888889,0.037037037
13,1,69,0.350925926,0.02962963
13,1,135,0.071296296,0.019444444
13,1,136,0.081481481,0.489814815
13,1,99,0.711111111,0
13,1,138,0.502777778,0.665740741
13,1,44,0.187962963,0
13,1,20,0,0
13,1,107,0.294444444,0.038888889
13,1,42,0.580555556,0.001851852
13,1,128,0.808333333,0.802777778
13,1,134,0.612037037,0.790740741
13,1,19,0.151851852,0
13,1,80,0.035185185,0
13,1,84,0.652777778,0
13,1,56,0.080555556,0
13,1,82,0.093518519,0.072222222
13,1,143,0,0.597222222
13,1,100,0,0
13,1,5,0.57037037,0.613888889
13,1,104,0.134259259,0.498148148
13,1,9,0.172222222,0.141666667
13,1,120,0.911111111,0.980555556
13,1,96,0.106481481,0.02962963
13,1,72,0.221296296,0.282407407
13,1,129,0.846296296,0.722222222
13,1,60,0.051851852,0.033333333
13,1,32,0,0.057407407
13,1,27,0,0.066666667
13,1,110,0.575925926,0.02037037
13,1,122,0.752777778,0.815740741
13,1,148,0.518518519,0.082407407
13,1,16,0.642592593,0.586111111
13,1,92,0,0
13,1,146,0,0.648148148
13,1,83,0.571296296,0.015740741
13,1,22,0.047222222,0.032407407
13,1,81,0,0
13,1,133,0.075,0.337037037
13,1,26,0.702777778,0.697222222
13,1,132,0.550925926,0.653703704
13,1,45,0.584259259,0.182407407
13,1,89,0.037962963,0
13,1,35,0.601851852,0.047222222
13,1,28,0.565740741,0.712962963
13,1,139,0.058333333,0.126851852
13,1,51,0.04537037,0.05
13,1,46,0.531481481,0.739814815
13,1,21,0.703703704,0.505555556
13,1,63,0.559259259,0.144444444
13,1,114,0.500925926,0.090740741
13,1,65,0.47962963,0
13,1,67,0.651851852,0.116666667
13,1,95,0.086111111,0.713888889
13,1,140,0.058333333,0.493518519
13,1,79,0.038888889,0
13,1,29,0,0.686111111
13,1,90,0,0
13,1,31,0.121296296,0.472222222
13,2,29,0.337037037,0.807407407
13,2,136,0.271296296,0.528703704
13,2,126,0.74537037,0.111111111
13,2,141,0.090740741,0.080555556
13,2,64,0.84537037,0.098148148
13,2,30,0,0
13,2,36,0.719444444,0.865740741
13,2,35,0,0.038888889
13,2,101,0.646296296,0.72962963
13,2,28,0.507407407,0.70462963
13,2,15,0.682407407,0.852777778
13,2,135,0.100925926,0.025925926
13,2,65,0.037962963,0
13,2,103,0,0
13,2,123,0.80648148099999994,0.480555556
13,2,11,0.060185185,0
13,2,40,0.392592593,0.701851852
13,2,5,0.687037037,0.79537037
13,2,32,0.037037037,0
13,2,81,0.04537037,0
14,1,31,0.193518519,0.526851852
14,1,90,0.047222222,9.25926e-4
14,1,29,0.019444444,9.25926e-4
14,1,79,0.021296296,0.122222222
14,1,140,0.306481481,0.602777778
14,1,95,0.04537037,0.077777778
14,1,67,0.057407407,9.25926e-4
14,1,65,0.015740741,9.25926e-4
14,1,114,0.062037037,9.25926e-4
14,1,63,0.019444444,0.490740741
14,1,21,0.021296296,0.118518519
14,1,46,0.35462963,9.25926e-4
14,1,51,0.023148148,0.025925926
14,1,139,0.081481481,9.25926e-4
14,1,28,0.735185185,0.9
14,1,35,0.523148148,0.062037037
14,1,89,9.25926e-4,9.25926e-4
14,1,45,0.013888889,0.512962963
14,1,132,0.328703704,0.221296296
14,1,26,0.296296296,0.044444444
14,1,133,0.072222222,0.014814815
14,1,81,0.026851852,0.012037037
14,1,22,0.02037037,9.25926e-4
14,1,83,0.021296296,9.25926e-4
14,1,146,0.144444444,0.014814815
14,1,92,0.010185185,9.25926e-4
14,1,16,0.076851852,9.25926e-4
14,1,148,0.498148148,0.025925926
14,1,122,0.148148148,0.012962963
14,1,110,9.25926e-4,9.25926e-4
14,1,27,0.373148148,0.350925926
14,1,32,0.539814815,9.25926e-4
14,1,60,0.014814815,9.25926e-4
14,1,129,0.767592593,0.484259259
14,1,72,0.523148148,0.018518519
14,1,96,9.25926e-4,9.25926e-4
14,1,120,0.27037037,0.541666667
14,1,9,0.124074074,0.012962963
14,1,104,9.25926e-4,9.25926e-4
14,1,5,0.233333333,0.598148148
14,1,100,9.25926e-4,9.25926e-4
14,1,143,0.542592593,0.227777778
14,1,82,0.181481481,0.00462963
14,1,56,9.25926e-4,9.25926e-4
14,1,84,0.016666667,9.25926e-4
14,1,80,0.212037037,9.25926e-4
14,1,19,0.819444444,0.871296296
14,1,134,9.25926e-4,0.034259259
14,1,128,0.011111111,9.25926e-4
14,1,42,9.25926e-4,0.042592593
14,1,107,0.541666667,0.225925926
14,1,20,0.343518519,9.25926e-4
14,1,44,9.25926e-4,9.25926e-4
14,1,138,0.660185185,0.519444444
14,1,99,9.25926e-4,0.077777778
14,1,136,0.05462963,0.017592593
14,1,135,0.068518519,0.642592593
14,1,69,9.25926e-4,9.25926e-4
14,1,77,9.25926e-4,9.25926e-4
14,1,71,9.25926e-4,0.018518519
14,1,37,9.25926e-4,9.25926e-4
14,1,142,0.602777778,0.521296296
14,1,4,0.352777778,0.399074074
14,1,41,0.649074074,0.511111111
14,1,10,9.25926e-4,9.25926e-4
14,1,33,9.25926e-4,0.148148148
14,1,87,9.25926e-4,9.25926e-4
14,1,130,0.061111111,9.25926e-4
14,1,145,0.640740741,0.180555556
14,1,125,0.29537037,0.367592593
14,1,43,0.135185185,0.049074074
14,1,62,9.25926e-4,0.023148148
14,1,74,9.25926e-4,9.25926e-4
14,1,91,0.008333333,0.002777778
14,1,8,0.191666667,9.25926e-4
14,1,127,0.215740741,9.25926e-4
14,1,55,9.25926e-4,9.25926e-4
14,1,11,0.336111111,0.637962963
14,1,78,9.25926e-4,9.25926e-4
14,1,116,0.318518519,0.617592593
14,1,102,9.25926e-4,9.25926e-4
14,1,109,9.25926e-4,9.25926e-4
14,1,112,9.25926e-4,9.25926e-4
14,1,40,0.187037037,0.083333333
14,1,106,0.015740741,9.25926e-4
14,1,57,0.013888889,9.25926e-4
14,1,85,9.25926e-4,9.25926e-4
14,1,117,0.247222222,0.560185185
14,1,7,9.25926e-4,9.25926e-4
14,1,15,0.625,0.366666667
14,1,124,9.25926e-4,0.47962963
14,1,123,0.134259259,0.116666667
14,1,48,0.339814815,0.567592593
14,1,101,9.25926e-4,9.25926e-4
14,1,12,9.25926e-4,9.25926e-4
14,1,2,9.25926e-4,9.25926e-4
14,1,36,0.206481481,0.930555556
14,1,18,0.181481481,9.25926e-4
14,1,144,0.638888889,0.572222222
14,1,64,0.067592593,9.25926e-4
14,1,17,9.25926e-4,0.002777778
14,1,108,0.107407407,9.25926e-4
14,1,25,9.25926e-4,9.25926e-4
14,1,73,9.25926e-4,9.25926e-4
14,1,113,0.014814815,9.25926e-4
14,1,98,0.002777778,9.25926e-4
14,1,93,9.25926e-4,9.25926e-4
14,1,137,9.25926e-4,9.25926e-4
14,1,141,0.185185185,0.024074074
14,1,3,0.041666667,9.25926e-4
14,1,97,0.218518519,9.25926e-4
14,1,34,0.258333333,9.25926e-4
14,1,75,9.25926e-4,9.25926e-4
14,1,38,0.02037037,9.25926e-4
14,1,49,0.081481481,9.25926e-4
14,1,54,9.25926e-4,9.25926e-4
14,1,88,0.027777778,0.597222222
14,1,103,9.25926e-4,9.25926e-4
14,1,105,9.25926e-4,9.25926e-4
14,1,121,0.290740741,0.289814815
14,1,111,9.25926e-4,9.25926e-4
14,1,24,0.198148148,0.178703704
14,1,59,0.032407407,0.002777778
14,1,14,0.472222222,0.589814815
14,1,13,0.701851852,0.577777778
14,1,53,9.25926e-4,0.088888889
14,1,76,9.25926e-4,0.010185185
14,1,52,0.023148148,9.25926e-4
14,1,131,9.25926e-4,0.82037037
14,1,23,9.25926e-4,9.25926e-4
14,1,6,9.25926e-4,9.25926e-4
14,1,1,0.07037037,0.110185185
14,1,118,9.25926e-4,9.25926e-4
14,1,70,9.25926e-4,9.25926e-4
14,1,94,0.001851852,9.25926e-4
14,1,115,9.25926e-4,9.25926e-4
14,1,30,0.237037037,9.25926e-4
14,1,66,0.040740741,0.142592593
14,1,39,0.822222222,0.689814815
14,1,86,0.062962963,9.25926e-4
14,1,119,0.356481481,0.150925926
14,1,68,0.22962963,0.15
14,1,126,0.055555556,9.25926e-4
14,1,50,9.25926e-4,9.25926e-4
14,1,147,9.25926e-4,9.25926e-4
14,1,47,0.011111111,9.25926e-4
14,1,58,9.25926e-4,9.25926e-4
14,1,61,0.236111111,0.141666667
14,2,81,0.533333333,0.135185185
14,2,32,0.188888889,0.049074074
14,2,5,0.825,0.731481481
14,2,40,9.25926e-4,0.073148148
14,2,11,0.758333333,0.825
14,2,123,0.255555556,0.063888889
14,2,103,9.25926e-4,9.25926e-4
14,2,65,9.25926e-4,9.25926e-4
14,2,135,0.569444444,0.663888889
14,2,15,0.77037037,0.542592593
14,2,28,0.782407407,0.857407407
14,2,101,0.05,9.25926e-4
14,2,35,0.005555556,0.02962963
14,2,36,0.771296296,0.700925926
14,2,30,0.659259259,0.013888889
14,2,64,0.231481481,9.25926e-4
14,2,141,9.25926e-4,9.25926e-4
14,2,126,9.25926e-4,9.25926e-4
14,2,136,9.25926e-4,9.25926e-4
14,2,29,9.25926e-4,9.25926e-4
15,1,75,0.365740741,0
15,1,63,0.422222222,0.875925926
15,1,48,0.347222222,0.117592593
15,1,14,0.237037037,0
15,1,139,0.833333333,0.961111111
15,1,116,0.933333333,0.710185185
15,1,57,0.546296296,0.562037037
15,1,10,0.24537037,0.050925926
15,1,12,0.068518519,0
15,1,125,0.999074074,0.855555556
15,1,8,0.678703704,0.575
15,1,25,0.307407407,0
15,1,47,0.675925926,0.313888889
15,1,141,0.57962963,0
15,1,39,0.999074074,0.850925926
15,1,37,0.293518519,0
15,1,123,0.999074074,0.999074074
15,1,21,0.169444444,0.797222222
15,1,1,0.008333333,0.103703704
15,1,11,0.633333333,0.369444444
15,1,50,0.019444444,0.139814815
15,1,5,0.999074074,0.998148148
15,1,107,0.5,0
15,1,122,0.999074074,0.590740741
15,1,36,0.712962963,0.051851852
15,1,69,0.236111111,0
15,1,32,0.536111111,0
15,1,18,0.316666667,0
15,1,51,0.999074074,0.815740741
15,1,106,0.747222222,0.919444444
15,1,121,0.999074074,0.999074074
15,1,110,0,0.17962963
15,1,27,0.655555556,0
15,1,64,0.999074074,0.235185185
15,1,4,0.54537037,0.612962963
15,1,70,0,0.233333333
15,1,28,0,0.047222222
15,1,117,0.999074074,0.978703704
15,1,138,0.189814815,0.208333333
15,1,140,0.312037037,0.701851852
15,1,61,0.716666667,0.302777778
15,1,83,0.709259259,0
15,1,81,0,0
15,1,120,0.975925926,0.999074074
15,1,88,0.999074074,0.869444444
15,1,78,0,0.210185185
15,1,15,0.084259259,0
15,1,52,0.285185185,0.625925926
15,1,30,0.999074074,0.999074074
15,1,119,0.949074074,0.702777778
15,1,143,0,0
15,1,105,0.999074074,0.197222222
15,1,55,0.093518519,0
15,1,102,0.32962963,0.359259259
15,1,98,0.380555556,0
15,1,142,0.62962963,0
15,1,147,0.09537037,0
15,1,6,0.780555556,0.998148148
15,1,101,0.561111111,0.699074074
15,1,71,0.010185185,0
15,1,108,0,0.049074074
15,1,35,0.298148148,0
15,1,90,0.643518519,0.540740741
15,1,60,0.469444444,0.344444444
15,1,22,0.978703704,0.546296296
15,1,145,0,0
15,1,34,0.150925926,0.52962963
15,1,20,0.462037037,0.302777778
15,1,68,0.865740741,0
15,1,16,0,0
15,1,146,0.283333333,0
15,1,91,0.999074074,0.999074074
15,1,45,0.549074074,0.54537037
15,1,40,0.986111111,0.209259259
15,1,23,0.380555556,0
15,1,135,0.00462963,0.191666667
15,1,103,0.430555556,0
15,1,19,0.861111111,0.612962963
15,1,127,0.585185185,0
15,1,131,0.912037037,0.772222222
15,1,148,0.999074074,0.993518519
15,1,54,0.287037037,0.999074074
15,1,26,0.092592593,0.85462963
15,1,94,0.999074074,0.02962963
15,1,92,0.159259259,0
15,1,33,0,0.924074074
15,1,82,0.105555556,0
15,1,17,0.363888889,0.033333333
15,1,79,0.711111111,0.310185185
15,1,89,0,0
15,1,9,0.828703704,0
15,1,2,0.950925926,0.04537037
15,1,144,0,0
15,1,93,0.022222222,0
15,1,109,0.675,0
15,1,29,0.656481481,0.134259259
15,1,43,0.631481481,0.638888889
15,1,97,0.999074074,0
15,1,113,0.89537037,0.999074074
15,1,118,0,0.703703704
15,1,65,0.273148148,0.519444444
15,1,114,0.10462963,0
15,1,134,0.94537037,0.412962963
15,1,128,0.685185185,0.833333333
15,1,38,0.610185185,0
15,1,80,0.999074074,0
15,1,31,0,0.542592593
15,1,104,0,0
15,1,7,0.599074074,0
15,1,77,0.185185185,0.318518519
15,1,129,0.831481481,0.673148148
15,1,136,0.555555556,0.35
15,1,132,0.999074074,0.999074074
15,1,53,0.527777778,0.298148148
15,1,73,0,0
15,1,13,0.286111111,0.999074074
15,1,58,0.113888889,0.839814815
15,1,112,0,0.025925926
15,1,56,0.161111111,0
15,1,126,0.613888889,0.65462963
15,1,137,0.883333333,0.999074074
15,1,46,0.690740741,0.208333333
15,1,85,0.068518519,0
15,1,111,0.899074074,0
15,1,84,0.590740741,0.027777778
15,1,86,0.999074074,0.287037037
15,1,74,0,0
15,1,72,0.255555556,0.675925926
15,1,66,0.037037037,0.306481481
15,1,100,0,0
15,1,124,0.208333333,0.130555556
15,1,59,0.418518519,0.821296296
15,1,87,0.206481481,0.008333333
15,1,67,0.085185185,0.331481481
15,1,24,0.897222222,0.999074074
15,1,62,0.018518519,0
15,1,41,0.999074074,0.893518519
15,1,42,0.163888889,0.544444444
15,1,76,0,0.196296296
15,1,95,0.367592593,0.043518519
15,1,133,0.999074074,0.999074074
15,1,49,0.999074074,0.748148148
15,1,96,0.306481481,0.011111111
15,1,3,0.999074074,0.598148148
15,1,130,0.714814815,0.941666667
15,1,44,0.171296296,0.064814815
15,1,115,0,0
15,1,99,0.999074074,0.982407407
15,2,36,0.738888889,0.384259259
15,2,11,0.064814815,0.734259259
15,2,15,0,0
15,2,28,0.643518519,0.184259259
15,2,123,0.987962963,0.80462963
15,2,103,0.261111111,0.225
15,2,29,0.618518519,0
15,2,35,0,0.012962963
15,2,136,0,0
15,2,101,0.616666667,0.697222222
15,2,135,0.237037037,0.201851852
15,2,64,0.105555556,0.39537037
15,2,65,0,0
15,2,30,0.999074074,0.988888889
15,2,126,0.547222222,0.368518519
15,2,141,0.168518519,0
15,2,40,0.467592593,0
15,2,5,0.889814815,0.855555556
15,2,32,0,0
15,2,81,0,0.274074074
16,1,99,0.70462963,9.25926e-4
16,1,115,0.178703704,9.25926e-4
16,1,44,0.39537037,9.25926e-4
16,1,130,0.377777778,0.227777778
16,1,3,0.028703704,9.25926e-4
16,1,96,0.243518519,9.25926e-4
16,1,49,9.25926e-4,9.25926e-4
16,1,133,0.575,0.534259259
16,1,95,0.191666667,9.25926e-4
16,1,76,0.027777778,9.25926e-4
16,1,42,0.57962963,0.418518519
16,1,41,0.562962963,0.508333333
16,1,62,0.583333333,0.646296296
16,1,24,0.794444444,1
16,1,67,0.143518519,9.25926e-4
16,1,87,0.367592593,9.25926e-4
16,1,59,0.163888889,0.316666667
16,1,124,0.923148148,1
16,1,100,9.25926e-4,9.25926e-4
16,1,66,0.551851852,0.77037037
16,1,72,9.25926e-4,9.25926e-4
16,1,74,9.25926e-4,9.25926e-4
16,1,86,9.25926e-4,9.25926e-4
16,1,84,9.25926e-4,9.25926e-4
16,1,111,0.462962963,0.143518519
16,1,85,9.25926e-4,9.25926e-4
16,1,46,0.012037037,9.25926e-4
16,1,137,0.448148148,0.333333333
16,1,126,0.710185185,0.118518519
16,1,56,0.592592593,0.480555556
16,1,112,9.25926e-4,9.25926e-4
16,1,58,0.437962963,0.249074074
16,1,13,1,1
16,1,73,9.25926e-4,9.25926e-4
16,1,53,0.496296296,0.171296296
16,1,132,0.575,0.218518519
16,1,136,0.422222222,0.30462963
16,1,129,0.764814815,0.500925926
16,1,77,0.685185185,0.273148148
16,1,7,0.081481481,0.053703704
16,1,104,9.25926e-4,9.25926e-4
16,1,31,0.690740741,0.82962963
16,1,80,9.25926e-4,9.25926e-4
16,1,38,9.25926e-4,9.25926e-4
